split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,8,2,128,32,0.15960895299997446,0.11494580758064712,3.722928988000035,558.27973732,562.002666308
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,8,3,128,32,0.7084889760000124,0.10050717716129134,3.824211468000044,558.279514006,562.103725474
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,8,4,128,32,0.7072332819999474,0.10051256864516099,3.823122909999938,558.27998356,562.10310647
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,8,5,128,32,0.7083250739999585,0.10054458854838891,3.8252073190000146,558.279219956,562.104427275
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,8,6,128,32,0.707666396000036,0.10050742296774358,3.823396508000087,558.280427104,562.103823612
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,8,7,128,32,0.7093661220000058,0.10052522412903389,3.8256480700000566,558.278415625,562.104063695
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,9,0,128,32,0.7150309929999139,0.10049091267741929,3.830249285999912,562.107580081,565.937829367
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,9,1,128,32,0.7185643530000334,0.10041366396774265,3.8313879360000556,562.106653803,565.938041739
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,9,2,128,32,0.7183974939999871,0.10037511254838885,3.8300259830000414,562.106912966,565.936938949
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,9,3,128,32,0.15952097800004594,0.115142931935485,3.728951868000081,562.10734679,565.836298658
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,9,4,128,32,0.715767855000081,0.10048526122580649,3.830810953000082,562.107127325,565.937938278
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,9,5,128,32,0.7170592879999731,0.10041600638709819,3.829955486000017,562.108313585,565.938269071
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,9,6,128,32,0.7171169810000038,0.10041534416129047,3.8299926500000083,562.107998237,565.937990887
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,9,7,128,32,0.7163490080000656,0.1004803596774177,3.831240158000014,562.10638246,565.937622618
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,10,0,128,32,0.7238297769999917,0.10046505399999762,3.838246450999918,565.94185472,569.780101171
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,10,1,128,32,0.7255866919999789,0.10047810754838704,3.8404080259999773,565.940270764,569.78067879
